1	12	validated	f3cb48c2	curated	Tanuki 公开精选集
2	28	validated	04fd93cf	curated	Tanuki 公开精选集
3	15	validated	f186e5a3	curated	Tanuki 公开精选集
4	26	validated	5b78b761	curated	Tanuki 公开精选集
5	18	validated	d9a9c263	curated	Tanuki 公开精选集
6	23	validated	3d7d63d6	curated	Tanuki 公开精选集
7	19	validated	d17e36b0	curated	Tanuki 公开精选集
8	23	validated	d28e8966	curated	Tanuki 公开精选集
9	20	validated	f7ebce15	curated	Tanuki 公开精选集
10	17	validated	10a0f7b2	curated	Tanuki 公开精选集
11	15	validated	cc680a8f	curated	Tanuki 公开精选集
12	25	validated	7c180764	curated	Tanuki 公开精选集
13	19	validated	f2204702	curated	Tanuki 公开精选集
14	25	validated	416fcc24	curated	Tanuki 公开精选集
15	19	validated	15576480	curated	Tanuki 公开精选集
16	16	validated	02470367	curated	Tanuki 公开精选集
17	25	validated	68719c3d	curated	Tanuki 公开精选集
18	18	validated	f03c8437	curated	Tanuki 公开精选集
19	28	validated	22eb8c99	curated	Tanuki 公开精选集
20	17	validated	89632e2e	curated	Tanuki 公开精选集
21	28	validated	c7b63936	curated	Tanuki 公开精选集
22	19	validated	4180802e	curated	Tanuki 公开精选集
23	27	validated	af5e9219	curated	Tanuki 公开精选集
24	15	validated	47f72711	curated	Tanuki 公开精选集
25	25	validated	ef739646	curated	Tanuki 公开精选集
26	17	validated	22cf984c	curated	Tanuki 公开精选集
27	28	validated	b51e6aa1	curated	Tanuki 公开精选集
28	26	validated	47b756db	curated	Tanuki 公开精选集
29	18	validated	3fcaffe7	curated	Tanuki 公开精选集
30	24	validated	fa99eda9	curated	Tanuki 公开精选集
31	17	validated	d093b9dc	curated	Tanuki 公开精选集
32	17	validated	f9cd8464	curated	Tanuki 公开精选集
33	22	validated	df61272b	curated	Tanuki 公开精选集
34	20	validated	78299c03	curated	Tanuki 公开精选集
35	33	validated	5fc945ba	curated	Tanuki 公开精选集
36	22	validated	5f0a1a1b	curated	Tanuki 公开精选集
37	31	validated	5e2ed748	curated	Tanuki 公开精选集
38	24	validated	65001b90	curated	Tanuki 公开精选集
39	31	validated	73b42110	curated	Tanuki 公开精选集
40	24	validated	cd26e89e	curated	Tanuki 公开精选集
41	23	validated	7f94841f	curated	Tanuki 公开精选集
42	23	validated	e44a7d20	curated	Tanuki 公开精选集
43	25	validated	dea6e077	curated	Tanuki 公开精选集
44	22	validated	d5818e86	curated	Tanuki 公开精选集
45	29	validated	9d554c5c	curated	Tanuki 公开精选集
