1	16	validated	31439b29	curated	Tanuki 公开精选集
2	19	validated	a28451cc	curated	Tanuki 公开精选集
3	16	validated	96aa80d7	curated	Tanuki 公开精选集
4	19	validated	50e9d84c	curated	Tanuki 公开精选集
5	21	validated	317b2ba5	curated	Tanuki 公开精选集
6	31	validated	60e7cb71	curated	Tanuki 公开精选集
7	35	validated	910b9222	curated	Tanuki 公开精选集
8	36	validated	0b48bcbe	curated	Tanuki 公开精选集
9	42	validated	62376fb3	curated	Tanuki 公开精选集
10	42	validated	007ec2dc	curated	Tanuki 公开精选集
11	36	validated	9db55b2c	curated	Tanuki 公开精选集
12	43	validated	6130aa92	curated	Tanuki 公开精选集
13	30	validated	ed697564	curated	Tanuki 公开精选集
14	30	validated	b69881a4	curated	Tanuki 公开精选集
15	39	validated	adcff745	curated	Tanuki 公开精选集
16	31	validated	f75bfec4	curated	Tanuki 公开精选集
17	34	validated	a641038e	curated	Tanuki 公开精选集
18	49	validated	e9393c09	curated	Tanuki 公开精选集
19	26	validated	36b30bc0	curated	Tanuki 公开精选集
20	36	validated	cec1b4c6	curated	Tanuki 公开精选集
21	29	validated	c89678e5	curated	Tanuki 公开精选集
22	26	validated	dd29420b	curated	Tanuki 公开精选集
23	34	validated	d4c0a918	curated	Tanuki 公开精选集
24	21	validated	35d62ef2	curated	Tanuki 公开精选集
25	42	validated	1a402f8a	curated	Tanuki 公开精选集
26	42	validated	65577f8a	curated	Tanuki 公开精选集
27	46	validated	b203ab10	curated	Tanuki 公开精选集
28	31	validated	f3514b19	curated	Tanuki 公开精选集
29	21	validated	8cfd2232	curated	Tanuki 公开精选集
30	19	expanded	bcc9824a	expanded	Tanuki 生成扩展集
31	16	expanded	9db362d4	expanded	Tanuki 生成扩展集
32	19	expanded	e8220205	expanded	Tanuki 生成扩展集
33	18	expanded	ddb53a6f	expanded	Tanuki 生成扩展集
34	20	expanded	1e722dfd	expanded	Tanuki 生成扩展集
35	16	expanded	8a040f5d	expanded	Tanuki 生成扩展集
36	20	expanded	6a4206f1	expanded	Tanuki 生成扩展集
37	18	expanded	04b18d79	expanded	Tanuki 生成扩展集
38	18	expanded	220b1e72	expanded	Tanuki 生成扩展集
39	18	expanded	2dfefbbd	expanded	Tanuki 生成扩展集
40	18	expanded	6ca7ad2d	expanded	Tanuki 生成扩展集
41	18	expanded	bd77bf3a	expanded	Tanuki 生成扩展集
42	18	expanded	40db7b9f	expanded	Tanuki 生成扩展集
43	18	expanded	ef8be598	expanded	Tanuki 生成扩展集
44	22	expanded	ec89f68a	expanded	Tanuki 生成扩展集
45	18	expanded	a9061eac	expanded	Tanuki 生成扩展集
46	20	expanded	678eec44	expanded	Tanuki 生成扩展集
47	18	expanded	004f7fee	expanded	Tanuki 生成扩展集
48	20	expanded	0adbccff	expanded	Tanuki 生成扩展集
49	18	expanded	bcd30b6c	expanded	Tanuki 生成扩展集
50	20	expanded	5b940f84	expanded	Tanuki 生成扩展集
51	16	expanded	68fb0508	expanded	Tanuki 生成扩展集
52	20	expanded	81d2cd41	expanded	Tanuki 生成扩展集
53	18	expanded	f623cc34	expanded	Tanuki 生成扩展集
54	20	expanded	db421218	expanded	Tanuki 生成扩展集
55	18	expanded	79124b74	expanded	Tanuki 生成扩展集
56	20	expanded	4f63ebce	expanded	Tanuki 生成扩展集
57	20	expanded	aeaf4eaf	expanded	Tanuki 生成扩展集
58	16	expanded	b82695a7	expanded	Tanuki 生成扩展集
59	20	expanded	4a18d171	expanded	Tanuki 生成扩展集
60	18	expanded	cfdbefbb	expanded	Tanuki 生成扩展集
61	20	expanded	a8be3c55	expanded	Tanuki 生成扩展集
62	18	expanded	5089b220	expanded	Tanuki 生成扩展集
63	20	expanded	a29356ae	expanded	Tanuki 生成扩展集
64	18	expanded	b596bf3d	expanded	Tanuki 生成扩展集
65	20	expanded	4427bf17	expanded	Tanuki 生成扩展集
66	16	expanded	49895fd7	expanded	Tanuki 生成扩展集
67	20	expanded	d6ae04b4	expanded	Tanuki 生成扩展集
68	18	expanded	598e0b67	expanded	Tanuki 生成扩展集
69	20	expanded	605e5dcc	expanded	Tanuki 生成扩展集
70	18	expanded	3219cde7	expanded	Tanuki 生成扩展集
71	20	expanded	66c9310c	expanded	Tanuki 生成扩展集
72	18	expanded	e81fdee7	expanded	Tanuki 生成扩展集
73	20	expanded	747b2b71	expanded	Tanuki 生成扩展集
74	20	expanded	351ebb50	expanded	Tanuki 生成扩展集
75	20	expanded	3b8b1045	expanded	Tanuki 生成扩展集
76	16	expanded	5d5f7874	expanded	Tanuki 生成扩展集
77	20	expanded	854c0e7c	expanded	Tanuki 生成扩展集
78	18	expanded	db90c183	expanded	Tanuki 生成扩展集
79	20	expanded	fd3195fc	expanded	Tanuki 生成扩展集
80	16	expanded	988e6886	expanded	Tanuki 生成扩展集
81	20	expanded	64e22e45	expanded	Tanuki 生成扩展集
82	18	expanded	e181d3dd	expanded	Tanuki 生成扩展集
83	20	expanded	5957ab07	expanded	Tanuki 生成扩展集
84	16	expanded	e77c451a	expanded	Tanuki 生成扩展集
